,num_registro,sd_16,sd_15,sd_14,sd_13,sd_12,sd_11,sd_10,sd_9,sd_8,sd_7,sd_6,sd_5,sd_4,sd_3,sd_2,sd_1,prom_venta,Prediccion01,Prediccion23
91,37321991460277,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,2.5,01,01
92,37314567094777,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1.0,01,00
93,37318448695077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2.0,11,00
94,37314539328977,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,00,00
95,37311750963577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
96,37315525789677,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,17.25,10,01
97,37315638165977,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,12.0,00,00
98,37318260530777,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2.0,00,00
99,37321566480677,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13.2,00,00
100,37324374991377,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,00,00
101,37316299469477,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1.5,00,00
102,37316897881577,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4.5,10,10
103,37301407506777,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1.0,00,00
104,37322729734377,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,00,00
105,37320333988977,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,00,00
106,37316171660177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
107,37315491556377,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,01,00
108,37302700216177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,00,00
109,37323709245677,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1.0,00,01
110,37311617548577,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,00,00
111,37316340659177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25,00,00
112,37324607860977,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2.0,00,00
113,37317472244377,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2.0,00,00
114,37315765651977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,00,10
115,37316315259577,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,00,00
116,37313467177077,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1.5,00,00
117,37315899655777,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,00,00
118,37316461201377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,00,10
119,37313692010577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.3,00,00
120,37311275673377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,00,00
121,37317634221077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,10,00
122,37318552812877,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,56.0,00,00
123,37311757122677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,00,00
124,37316612432477,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.75,00,00
125,37302404454377,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2.0,00,00
126,37311811625777,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,00,00
127,37319722860477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,00,10
128,37311657817377,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,00,00
129,37315509645577,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.3,00,00
130,37310465315077,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.75,00,01
131,37300816535277,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1.0,01,10
132,37350854151077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,10,00
133,37319502760077,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,8.0,01,00
134,37312357594177,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,00,00
135,37300416146077,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2.0,00,00
136,37317442643377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6,00,00
137,37315612750477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,00,00
138,37302766255777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,00,10
139,37320864722977,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,00,00
140,37302631577977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.2,00,00
141,37302705979277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,00,00
142,37310315598777,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1.0,10,01
143,37314485796477,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,00,00
144,3734590100900140000,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,19.0,11,01
145,37321844425677,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3.0,01,00
146,37317098359577,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,5.4,10,00
147,37322637525477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,00,00
148,37300233987077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,00,00
149,37311819492077,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3.0,00,00
150,37314528273877,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2.0,01,10
151,37313201817877,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1.0,01,00
152,37317682313077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.5,00,00
153,37300522852377,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,00,00
154,37300482005677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,00,00
155,37321599373377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
156,37321992646077,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1.0,00,00
157,37313512655177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,10,00
158,37323251714577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
159,37321689411077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,10,00
160,37316315725577,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.25,10,00
161,37302276578877,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,00,00
162,37312228867777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3.0,11,00
163,37311455903277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4,00,00
164,37314382240077,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,10,00
165,37305767193877,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0,00,00
166,37318617416777,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1.0,00,00
167,37318385915377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25.3,00,00
168,37311714965677,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,2.0,10,01
169,37313371983477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,00,00
170,37312296558677,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,10,00
171,37318537507577,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,7.75,10,00
172,37350271126577,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1.4,00,00
173,37317343049377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,00,00
174,37304264761677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
175,37312485327377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,00,10
176,37320414694177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,00,00
177,37301463743177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,00,10
178,37310614875077,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10.0,10,00
179,37310692541077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
180,37313499579477,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,10,00
181,37313545748977,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,3.0,10,01
182,37324294376977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3,00,00
183,37300662337277,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,7.0,00,00
184,37313472712877,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2.5,00,00
185,37313381694577,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,00,00
186,37300414982677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,00,00
187,37350693345477,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,7.0,00,00
188,37317490411177,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.0,00,00
189,37312338216977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,00,00
190,37312313205177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,00,00
191,37320349537677,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9.0,00,00
192,37322403015077,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,3.3,00,00
193,37301780790777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5,00,00
194,37321887377277,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,00,00
195,37312781273377,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1.0,00,00
196,37302845894777,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.2,00,00
197,37311264311377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,10,00
198,37300719394177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,00,00
199,37302708589777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,00,00
200,37302841397977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.2,00,00
201,37319537781077,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5.8,11,00
202,37324375224977,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.5,00,00
203,37320344249577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,00,00
204,37314637071177,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2.0,00,00
205,37322434306877,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,10,00
206,37300618617977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,00,00
207,37312728994377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,00,00
208,37300390029077,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,00,00
209,37305326501477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.25,00,00
210,37313543922377,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,00,00
211,37314858725977,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,00,00
212,37318508190277,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7.3,10,01
213,37312848464677,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,2.0,01,00
214,37304296967477,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,3.3,10,00
215,37313694789777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,00,00
216,37311541688277,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,4.0,10,10
217,37323425254877,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,00,00
218,37304562767977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,00,00
219,37320303142677,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,00,00
220,37310883912477,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,10,00
221,37321783524677,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,10,00
222,37321766010377,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,00,00
223,37316295829777,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,00,00
224,37310710920977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,00,00
225,37320531615877,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1.0,10,00
226,37312219628777,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,3.0,01,01
227,37310299722277,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,00,00
228,37315761294077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
229,37323383731677,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,00,00
230,37318724777977,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,10,00
231,37311873097377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,00,00
232,37310591613177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,00,10
233,37304396179177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.2,00,00
234,37311606488877,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,00,00
235,37313549909277,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,13.2,00,00
236,37304609005977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,00,00
237,37310465675677,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2.0,00,00
238,37350716447677,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.0,00,00
239,37301334348177,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,7.0,00,00
240,37321288721977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,00,00
241,37318473792077,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,00,00
242,37318485795777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,00,00
243,37311455181877,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,00,00
244,37313555618077,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,00,00
245,37321377065777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,10,00
246,37320641421777,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1.0,01,01
247,37314541986977,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2.0,10,01
248,37320799217577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,00,00
249,37321208624677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,00
250,37304201451977,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,13.2,10,00
251,37333037655877,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2.0,00,00
252,37302853468677,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,4.0,01,00
253,37317339812577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3,00,00
254,37317864516077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,10
255,37302835839377,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.5,10,00
256,37316828191577,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,9.0,00,00
257,37321758173177,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1.0,10,00
258,37318665153577,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.5,00,00
259,37313793802277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,10,00
260,37311363107277,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,00,00
261,37314602668177,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25.3,00,00
262,37316476969577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,00,00
263,37317816219977,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,00,00
264,37301297388177,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.0,00,00
265,37300388510777,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1.5,00,00
266,37302476958377,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.3,00,00
267,37321287491277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,00
268,37310397546677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,00,00
269,37317427478877,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,3.3,00,00
270,37315384333277,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.5,00,00
271,37312466379477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,00,10
272,37320690119377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,00,00
273,37320251950677,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.0,10,01
274,37321753481277,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,00,00
275,37322568330177,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1.0,01,00
276,37312424680777,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1.0,11,01
277,37314581663777,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.4,00,00
278,37319707994177,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.0,01,00
279,37319375376877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.6,00,00
280,37311648141177,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,13.2,00,00
281,37318896710877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,00,00
